X(cm)	Y(cm)	Z (cm)	Field_X(x,y,z)	Field_Y(x,y,z)	Field_Z(x,y,z)	Field_Strength(x,y,z)
3	30 	35	0.0116028	-7.63104e-05	0.00110451	0.0116555
4	30 	35	0.0211884	0.000373636	-0.00533363	0.0218525
5	30 	35	0.0162525	-0.003865	-0.0267766	0.0315606
6	30 	35	0.00317354	-0.0063359	-0.0462464	0.0467861
7	30 	35	-0.00254923	-0.00637855	-0.0514328	0.0518895
8	30 	35	-0.0026678	-0.00537571	-0.0501152	0.0504732
9	30 	35	-0.00235667	-0.00459644	-0.0486851	0.0489583
10	30 	35	-0.00187522	-0.00404606	-0.0475296	0.0477384
11	30 	35	-0.00138521	-0.00363442	-0.0469295	0.0470904
12	30 	35	-0.000959455	-0.00332813	-0.0469933	0.0471208
13	30 	35	-0.000664433	-0.00309326	-0.047592	0.047697
14	30 	35	-0.000569871	-0.00296079	-0.048575	0.0486685
15	30 	35	-0.000629067	-0.00283972	-0.0497934	0.0498783
16	30 	35	-0.000812923	-0.00267567	-0.0510867	0.0511631
17	30 	35	-0.00112162	-0.00254617	-0.0521654	0.0522396
18	30 	35	-0.00151749	-0.00241552	-0.0529213	0.0529981
19	30 	35	-0.00194307	-0.00223515	-0.0532887	0.0533709
20	30 	35	-0.00232708	-0.00199954	-0.0530753	0.0531639
21	30 	35	-0.00262502	-0.00171002	-0.0523773	0.0524709
22	30 	35	-0.00276832	-0.0014079	-0.0511271	0.0512213
23	30 	35	-0.00269412	-0.00111442	-0.0494158	0.0495017
24	30 	35	-0.00238209	-0.00091567	-0.0474596	0.0475281
25	30 	35	-0.00183424	-0.000858758	-0.0452925	0.0453378
26	30 	35	-0.0010636	-0.000890132	-0.043297	0.0433192
27	30 	35	-0.000103292	-0.00114069	-0.0416757	0.0416914
28	30 	35	0.00090372	-0.00161358	-0.0404855	0.0405277
29	30 	35	0.00182644	-0.00223907	-0.0399794	0.0400837
30	30 	35	0.00258523	-0.00294241	-0.0401226	0.0403133
31	30 	35	0.0030622	-0.00365421	-0.0407813	0.041059
32	30 	35	0.00271081	-0.00439297	-0.0418178	0.0421352
33	30 	35	-0.00727979	-0.00497029	-0.0425666	0.0434697
34	30 	35	-0.0208274	-0.00418491	-0.0334741	0.039646
35	30 	35	-0.0121317	-0.00117113	-0.0132079	0.0179722
36	30 	35	-0.00980092	0.000812257	-0.0048651	0.0109721
37	30 	35	0.00245785	-0.00110724	0.00153702	0.00310314
38	30 	35	0.00377476	0.00100097	0.000584966	0.00394878
39	30 	35	0	-0.00076975	-0.000156503	0.000785499
0	31 	35	0	0	0	0
1	31 	35	0.00571593	9.59873e-05	-0.00145185	0.00589822
2	31 	35	0.00467976	2.01949e-05	-6.13113e-05	0.0046802
3	31 	35	0.0117446	-8.85944e-05	0.00108423	0.0117949
4	31 	35	0.0167679	0.000502978	-0.00485845	0.0174649
5	31 	35	0.0137073	-0.00347173	-0.0210337	0.0253448
6	31 	35	0.00309874	-0.00569532	-0.0373203	0.0378793
7	31 	35	-0.00157256	-0.00533222	-0.0425199	0.0428818
8	31 	35	-0.001836	-0.00412347	-0.0424623	0.0427015
9	31 	35	-0.00168092	-0.00304369	-0.0421746	0.0423177
10	31 	35	-0.00132998	-0.00217563	-0.042067	0.0421442
11	31 	35	-0.000940411	-0.00146127	-0.042338	0.0423737
12	31 	35	-0.000608597	-0.000902332	-0.0431326	0.0431464
13	31 	35	-0.000398703	-0.000444801	-0.0444101	0.0444141
14	31 	35	-0.000380364	-0.000135013	-0.0459766	0.0459784
15	31 	35	-0.000523351	8.80548e-05	-0.0476855	0.0476884
16	31 	35	-0.00078089	0.000331082	-0.0494061	0.0494134
17	31 	35	-0.00114025	0.000547323	-0.0508345	0.0508502
18	31 	35	-0.00158253	0.000743139	-0.0518517	0.0518811
19	31 	35	-0.00205471	0.000941941	-0.0523758	0.0524245
20	31 	35	-0.00247872	0.00115961	-0.0522251	0.0522967
21	31 	35	-0.00280288	0.00139758	-0.051492	0.0515872
22	31 	35	-0.00295148	0.00159729	-0.0501063	0.0502185
23	31 	35	-0.00287117	0.00172692	-0.0481772	0.0482935
24	31 	35	-0.00254958	0.00171552	-0.0459159	0.0460187
25	31 	35	-0.00198099	0.00154694	-0.0433929	0.0434657
26	31 	35	-0.00118705	0.0012444	-0.0410056	0.0410417
27	31 	35	-0.000238681	0.000672184	-0.0389084	0.038915
28	31 	35	0.000700684	-0.000115171	-0.0371956	0.0372024
29	31 	35	0.00148946	-0.00103369	-0.0361591	0.0362046
30	31 	35	0.00202383	-0.00202137	-0.035674	0.0357885
31	31 	35	0.00222481	-0.00302017	-0.0355675	0.0357647
32	31 	35	0.00189335	-0.00403179	-0.0356894	0.0359663
33	31 	35	-0.00653088	-0.0049044	-0.0355107	0.0364378
34	31 	35	-0.0183391	-0.00443363	-0.0272611	0.0331534
35	31 	35	-0.0122349	-0.00118099	-0.0103367	0.0160604
36	31 	35	-0.00843038	0.000551302	-0.0033952	0.00910509
37	31 	35	0.00304457	-0.0010154	0.0017037	0.00363359
38	31 	35	0.00278314	0.00094937	0.000517343	0.00298576
39	31 	35	0	-0.000712834	-6.80816e-05	0.000716078
0	32 	35	0	0	0	0
1	32 	35	0.0055779	0.000129117	-0.00153294	0.00578615
2	32 	35	0.00474001	2.31272e-06	-8.70028e-05	0.00474081
3	32 	35	0.011972	-6.74668e-05	0.000998666	0.0120138
4	32 	35	0.0125503	0.000587888	-0.00452512	0.0133541
5	32 	35	0.0113178	-0.00298587	-0.0154547	0.019387
6	32 	35	0.00338015	-0.00514588	-0.0285695	0.0292254
7	32 	35	-0.000455937	-0.00495083	-0.0341311	0.0344914
8	32 	35	-0.000773937	-0.00400356	-0.0355097	0.035743
9	32 	35	-0.000700605	-0.00297689	-0.0365789	0.0367065
10	32 	35	-0.000462897	-0.00206109	-0.0378158	0.0378747
11	32 	35	-0.000199066	-0.00126101	-0.0393388	0.0393595
12	32 	35	-9.80916e-07	-0.000637522	-0.041227	0.0412319
13	32 	35	8.34421e-05	-0.000121623	-0.0434826	0.0434828
14	32 	35	-7.02508e-06	0.000252425	-0.045894	0.0458947
15	32 	35	-0.000264036	0.000502064	-0.0483027	0.048306
16	32 	35	-0.000631397	0.000745549	-0.050607	0.0506165
17	32 	35	-0.00107445	0.000984072	-0.052517	0.0525372
18	32 	35	-0.00158214	0.00121914	-0.053901	0.053938
19	32 	35	-0.00211562	0.00143671	-0.0546598	0.0547196
20	32 	35	-0.00260565	0.00164537	-0.0546236	0.0547104
21	32 	35	-0.00300341	0.00184399	-0.0538677	0.0539829
22	32 	35	-0.00323562	0.00196206	-0.0523103	0.052447
23	32 	35	-0.00325523	0.00197299	-0.0500564	0.0502009
24	32 	35	-0.00304184	0.00182902	-0.0473085	0.0474414
25	32 	35	-0.00256943	0.00152232	-0.0441657	0.0442665
26	32 	35	-0.00185988	0.00104782	-0.0410156	0.0410712
27	32 	35	-0.00099703	0.000307523	-0.0380088	0.0380231
28	32 	35	-0.000135669	-0.000584109	-0.0353184	0.0353235
29	32 	35	0.000572287	-0.00154772	-0.0332641	0.033305
30	32 	35	0.00099179	-0.0025142	-0.0316813	0.0317963
31	32 	35	0.00103268	-0.00340479	-0.0304413	0.0306486
32	32 	35	0.000662102	-0.00419875	-0.0294004	0.0297061
33	32 	35	-0.00633354	-0.00489072	-0.0280503	0.0291694
34	32 	35	-0.0159526	-0.00437021	-0.020403	0.0262654
35	32 	35	-0.0127826	-0.00112213	-0.00717828	0.0147032
36	32 	35	-0.00662504	0.000328827	-0.00162807	0.00683008
37	32 	35	0.00368135	-0.000863582	0.00178433	0.00418114
38	32 	35	0.00173859	0.00087504	0.00038743	0.00198456
39	32 	35	0	-0.000645409	9.63656e-06	0.000645481
0	33 	35	0	0	0	0
1	33 	35	0.00539865	0.000121969	-0.00159854	0.00563167
2	33 	35	0.00481443	-1.65441e-05	-7.29794e-05	0.00481501
3	33 	35	0.0122633	-8.25306e-05	0.000884456	0.0122954
4	33 	35	0.00876576	-0.00018339	-0.00437944	0.0098006
5	33 	35	0.00900251	-0.00286538	-0.0104702	0.0141025
6	33 	35	0.00351679	-0.00487637	-0.0203883	0.0212563
7	33 	35	0.000403765	-0.00560912	-0.0260991	0.0266981
8	33 	35	0.000191047	-0.00560939	-0.0286703	0.0292145
9	33 	35	0.000270538	-0.00561718	-0.0309915	0.0314976
10	33 	35	0.000439935	-0.00571099	-0.0334971	0.0339833
11	33 	35	0.000593265	-0.00583904	-0.0362586	0.0367305
12	33 	35	0.000656803	-0.00608072	-0.0392658	0.0397392
13	33 	35	0.00060875	-0.00635775	-0.0425243	0.0430012
14	33 	35	0.000412049	-0.00666182	-0.0458277	0.0463112
15	33 	35	5.65146e-05	-0.0069938	-0.0489958	0.0494925
16	33 	35	-0.000411776	-0.00725126	-0.0519393	0.0524446
17	33 	35	-0.000943817	-0.00738319	-0.0544004	0.0549073
18	33 	35	-0.00152398	-0.00735888	-0.0562317	0.0567316
19	33 	35	-0.00212656	-0.00721277	-0.057301	0.0577923
20	33 	35	-0.00269972	-0.00695119	-0.05743	0.0579121
21	33 	35	-0.00320483	-0.0065847	-0.056658	0.0571293
22	33 	35	-0.00357734	-0.00618998	-0.0548972	0.0553607
23	33 	35	-0.00377037	-0.00578679	-0.0522511	0.0527056
24	33 	35	-0.00374683	-0.00541924	-0.0489235	0.0493652
25	33 	35	-0.00345658	-0.00512342	-0.045035	0.0454571
26	33 	35	-0.00290526	-0.00493717	-0.0409538	0.0413525
27	33 	35	-0.00215006	-0.00492494	-0.0368715	0.037261
28	33 	35	-0.00129744	-0.00498052	-0.0330365	0.033435
29	33 	35	-0.000485585	-0.00508502	-0.0297856	0.0302204
30	33 	35	0.000142385	-0.00516302	-0.0270193	0.0275085
31	33 	35	0.000447725	-0.00512207	-0.0247365	0.0252652
32	33 	35	0.000160467	-0.00497627	-0.0228316	0.0233682
33	33 	35	-0.00604592	-0.00461762	-0.020685	0.0220396
34	33 	35	-0.0138461	-0.00314577	-0.0137074	0.0197359
35	33 	35	-0.013816	-0.00104932	-0.0041374	0.0144604
36	33 	35	-0.00448938	0.000481319	0.000294414	0.00452469
37	33 	35	0.00424548	-0.000638975	0.00177753	0.00464672
38	33 	35	0.000633807	0.000591245	0.000250002	0.000902099
39	33 	35	0	-0.000507576	0.000103604	0.000518042
0	34 	35	0	0	0	0
1	34 	35	0.00520987	4.44383e-05	-0.00163963	0.00546197
2	34 	35	0.00484913	4.59391e-05	-1.91523e-05	0.00484939
3	34 	35	0.011772	-0.000256281	0.000808878	0.0118025
4	34 	35	0.00582822	-0.00283565	-0.00383786	0.00753248
5	34 	35	0.00675772	-0.00376231	-0.00639984	0.0100389
6	34 	35	0.00269631	-0.006537	-0.0133322	0.0150913
7	34 	35	0.000346674	-0.00832718	-0.0179873	0.0198244
8	34 	35	0.000177308	-0.0090701	-0.0205587	0.0224713
9	34 	35	0.000273763	-0.00994168	-0.0229077	0.0249735
10	34 	35	0.000444336	-0.0111315	-0.0254126	0.0277472
11	34 	35	0.000589854	-0.0125852	-0.028173	0.0308618
12	34 	35	0.000635955	-0.0142955	-0.0311435	0.0342736
13	34 	35	0.000572403	-0.0160711	-0.0343311	0.0379109
14	34 	35	0.000392896	-0.0177568	-0.0375769	0.041563
15	34 	35	8.42405e-05	-0.0192682	-0.0407041	0.0450344
16	34 	35	-0.000328907	-0.0204888	-0.0436298	0.0482023
17	34 	35	-0.000802782	-0.0213132	-0.0461477	0.050838
18	34 	35	-0.00131855	-0.0216464	-0.0481151	0.0527766
19	34 	35	-0.0018611	-0.0214933	-0.0493787	0.0538858
20	34 	35	-0.00239315	-0.0208538	-0.0497413	0.053989
21	34 	35	-0.00288354	-0.0197562	-0.0491887	0.0530862
22	34 	35	-0.00328196	-0.0183179	-0.0476271	0.0511337
23	34 	35	-0.00354954	-0.0166354	-0.0451455	0.0482437
24	34 	35	-0.0036484	-0.0148669	-0.0419352	0.0446418
25	34 	35	-0.00352262	-0.013182	-0.0381212	0.0404895
26	34 	35	-0.00316159	-0.0116952	-0.0340447	0.0361361
27	34 	35	-0.00257982	-0.0104481	-0.0299381	0.0318137
28	34 	35	-0.00181943	-0.00933414	-0.0260479	0.0277296
29	34 	35	-0.000993549	-0.00834787	-0.0226758	0.024184
30	34 	35	-0.0002478	-0.00743064	-0.0198376	0.0211851
31	34 	35	0.000225259	-0.00660182	-0.0176242	0.0188214
32	34 	35	6.53241e-05	-0.00597422	-0.0159173	0.0170016
33	34 	35	-0.00520301	-0.00532969	-0.0141781	0.0160155
34	34 	35	-0.0130619	-0.00326518	-0.00901374	0.0162025
35	34 	35	-0.0148987	-0.00138176	-0.00171198	0.0150602
36	34 	35	-0.00246194	0.00109973	0.00213953	0.00344211
37	34 	35	0.00447602	-0.000461421	0.0017355	0.00482282
38	34 	35	-0.000255259	-3.5891e-05	0.000191423	0.000321073
39	34 	35	0	-0.000257633	0.000181225	0.000314987
0	35 	35	0	0	0	0
1	35 	35	0.0051313	7.92891e-05	-0.00158153	0.00537008
2	35 	35	0.00458542	0.000220086	-9.34389e-05	0.00459165
3	35 	35	0.00880812	-0.00112278	0.000440143	0.0088903
4	35 	35	0.00447106	-0.00789018	-0.00276857	0.00948211
5	35 	35	0.00340004	-0.0134046	-0.00510091	0.0147399
6	35 	35	0.000437659	-0.0168962	-0.00888299	0.019094
7	35 	35	-0.000797127	-0.0163667	-0.0109438	0.0197046
8	35 	35	-0.00102114	-0.0142116	-0.0120136	0.0186371
9	35 	35	-0.00115031	-0.0118322	-0.0127944	0.0174649
10	35 	35	-0.00120614	-0.0094403	-0.0134259	0.0164569
11	35 	35	-0.00116725	-0.00716402	-0.0140218	0.0157892
12	35 	35	-0.00107516	-0.00523596	-0.0146457	0.0155906
13	35 	35	-0.000965045	-0.00377933	-0.0154477	0.0159325
14	35 	35	-0.000866144	-0.00288635	-0.0164704	0.0167438
15	35 	35	-0.000823898	-0.00264088	-0.0176792	0.0178944
16	35 	35	-0.000858788	-0.00307908	-0.0190681	0.0193342
17	35 	35	-0.000956539	-0.00415974	-0.0205258	0.0209649
18	35 	35	-0.00110334	-0.00575165	-0.0219609	0.0227284
19	35 	35	-0.00129095	-0.00774197	-0.023245	0.0245344
20	35 	35	-0.00148801	-0.00995047	-0.02418	0.0261896
21	35 	35	-0.00165888	-0.0121677	-0.0246684	0.027556
22	35 	35	-0.00175501	-0.0142211	-0.0245363	0.0284139
23	35 	35	-0.0017328	-0.0159187	-0.0237371	0.0286331
24	35 	35	-0.00155442	-0.0171709	-0.0223322	0.0282132
25	35 	35	-0.0011861	-0.0179836	-0.0203833	0.0272084
26	35 	35	-0.000660231	-0.0184207	-0.0181924	0.0258983
27	35 	35	-4.621e-05	-0.0186203	-0.0160506	0.0245833
28	35 	35	0.000571017	-0.0187433	-0.0141847	0.0235126
29	35 	35	0.00105907	-0.0190256	-0.0127951	0.0229523
30	35 	35	0.00134824	-0.0195023	-0.0118604	0.0228654
31	35 	35	0.00142543	-0.0201218	-0.011324	0.0231334
32	35 	35	0.00113588	-0.0208361	-0.0110054	0.0235914
33	35 	35	-0.00255134	-0.0212593	-0.0106182	0.0239001
34	35 	35	-0.010934	-0.0187065	-0.00812601	0.0231412
35	35 	35	-0.0143739	-0.0102153	-0.00187385	0.0177334
36	35 	35	-0.0013369	-0.000524385	0.00269261	0.00305163
37	35 	35	0.00416491	-0.000644586	0.00153644	0.00448582
38	35 	35	-0.000441012	-0.000712746	0.00024665	0.00087369
39	35 	35	0	4.47392e-05	0.000212729	0.000217383
0	36 	35	0	0	0	0
1	36 	35	0.00512111	0.000373391	-0.00117273	0.00526693
2	36 	35	0.00326992	0.000547816	-0.000178424	0.00332029
3	36 	35	0.00193169	-0.000370916	0.000346653	0.00199729
4	36 	35	-0.00158817	-0.00223468	0.000114559	0.00274394
5	36 	35	-0.00135152	-0.00349374	6.38516e-05	0.00374659
6	36 	35	-0.000617635	-0.00680998	-0.00129983	0.00696038
7	36 	35	-0.000502849	-0.0115278	-0.00338776	0.0120258
8	36 	35	-0.000748636	-0.0162931	-0.00556697	0.0172342
9	36 	35	-0.000985882	-0.0204641	-0.00753176	0.0218284
10	36 	35	-0.00118464	-0.0240022	-0.00922442	0.025741
11	36 	35	-0.00130772	-0.0268618	-0.0106081	0.0289101
12	36 	35	-0.00136144	-0.0290307	-0.0116125	0.0312967
13	36 	35	-0.00134378	-0.0304874	-0.012244	0.0328817
14	36 	35	-0.00124362	-0.031232	-0.0125078	0.0336664
15	36 	35	-0.00107671	-0.0312907	-0.012398	0.0336746
16	36 	35	-0.000864085	-0.030756	-0.0119565	0.0330096
17	36 	35	-0.000609301	-0.0297372	-0.0111973	0.0317814
18	36 	35	-0.000313254	-0.0283232	-0.0101812	0.0300992
19	36 	35	2.71907e-06	-0.0266638	-0.00898547	0.0281371
20	36 	35	0.000319941	-0.0248937	-0.00766437	0.0260488
21	36 	35	0.000616822	-0.0231424	-0.00633735	0.0240024
22	36 	35	0.0008759	-0.0215481	-0.0050528	0.0221499
23	36 	35	0.00108927	-0.0201827	-0.00388109	0.0205813
24	36 	35	0.00125619	-0.0191135	-0.00290012	0.019373
25	36 	35	0.00138621	-0.0183686	-0.00209076	0.0185391
26	36 	35	0.00146339	-0.0179082	-0.00149366	0.0180298
27	36 	35	0.00148152	-0.0176832	-0.00109961	0.0177792
28	36 	35	0.0014665	-0.0176319	-0.000810673	0.0177113
29	36 	35	0.00140687	-0.0177336	-0.000585197	0.0177989
30	36 	35	0.00131804	-0.0178904	-0.000405922	0.0179434
31	36 	35	0.00122638	-0.0180403	-0.00028565	0.0180842
32	36 	35	0.00109614	-0.0181764	-0.00019859	0.0182106
33	36 	35	0.000322766	-0.0181465	-0.000158425	0.01815
34	36 	35	-0.00226096	-0.0169833	-1.05572e-05	0.0171331
35	36 	35	-0.00553295	-0.0123189	0.000927318	0.0135362
36	36 	35	1.81921e-05	-0.0037471	0.00239007	0.00444449
37	36 	35	0.00357561	-0.000859294	0.00141681	0.0039409
38	36 	35	0.000209455	-0.000759839	0.000450362	0.000907773
39	36 	35	0	0.000288113	0.000251226	0.000382261
0	37 	35	0	0	0	0
1	37 	35	0.00499971	0.000535058	-0.000855464	0.00510051
2	37 	35	0.00252699	0.00109878	-0.000200336	0.00276282
3	37 	35	0.00160047	0.000633745	0.000760532	0.0018819
4	37 	35	0.000456397	0.000180885	0.00189222	0.00195487
5	37 	35	-0.000404441	0.00136204	0.00316353	0.00346794
6	37 	35	-0.000766048	0.00399542	0.00446979	0.00604394
7	37 	35	-0.000662386	0.00710642	0.00569289	0.00912956
8	37 	35	-0.000357458	0.00992599	0.00666611	0.011962
9	37 	35	-9.41197e-05	0.0121593	0.00734892	0.0142079
10	37 	35	0.000105248	0.0137887	0.00777906	0.015832
11	37 	35	0.000253889	0.0148447	0.00798638	0.0168586
12	37 	35	0.000347546	0.0153794	0.00801968	0.0173482
13	37 	35	0.00039495	0.0154477	0.00791038	0.0173598
14	37 	35	0.000414534	0.0151197	0.00768597	0.0169662
15	37 	35	0.000410812	0.0144955	0.00737976	0.0162711
16	37 	35	0.000379095	0.0136361	0.00700482	0.0153347
17	37 	35	0.00032188	0.0125993	0.0065947	0.0142245
18	37 	35	0.000254817	0.0114714	0.00617293	0.0130293
19	37 	35	0.000182633	0.0103081	0.00575828	0.0118088
20	37 	35	0.000109737	0.00917558	0.00538442	0.0106393
21	37 	35	3.7499e-05	0.00812721	0.00504747	0.00956713
22	37 	35	-3.58067e-05	0.00718845	0.00476983	0.00862707
23	37 	35	-0.00010455	0.00639998	0.00455858	0.0078582
24	37 	35	-0.000166594	0.00577336	0.00439073	0.0072552
25	37 	35	-0.000218902	0.00531805	0.00428827	0.00683511
26	37 	35	-0.000271253	0.00505741	0.00424585	0.00660895
27	37 	35	-0.000327165	0.00498087	0.00424615	0.00655331
28	37 	35	-0.00036485	0.00507881	0.0043068	0.00666903
29	37 	35	-0.000393131	0.00533523	0.00441663	0.00693728
30	37 	35	-0.000409185	0.00575975	0.00454839	0.00735051
31	37 	35	-0.000400786	0.00633825	0.00468478	0.00789184
32	37 	35	-0.000365009	0.00705576	0.00481716	0.00855114
33	37 	35	3.56992e-05	0.00791119	0.00490359	0.00930771
34	37 	35	0.00104763	0.00833164	0.00473681	0.00964112
35	37 	35	0.00186621	0.00746027	0.0040349	0.0086844
36	37 	35	0.00282006	0.00554917	0.00285665	0.00684883
37	37 	35	0.00322812	0.00289774	0.00149467	0.00458821
38	37 	35	0.00111007	0.0007306	0.000646789	0.00147796
39	37 	35	0	0.000574853	0.000306032	0.000651239
0	38 	35	0	0	0	0
1	38 	35	0.0048905	0.000487307	-0.000838657	0.00498576
2	38 	35	0.000827402	0.00282877	-0.000707554	0.00303103
3	38 	35	-0.00112376	0.00547664	-0.000479344	0.00561126
4	38 	35	-0.00158185	0.00780969	-0.000370656	0.0079769
5	38 	35	-0.00135433	0.00909523	-0.000447636	0.0092064
6	38 	35	-0.00108803	0.00935368	-0.000662067	0.00944
7	38 	35	-0.0010387	0.00903944	-0.000892735	0.00914261
8	38 	35	-0.00111269	0.00865089	-0.00105451	0.00878567
9	38 	35	-0.00117192	0.00842441	-0.00112455	0.00857955
10	38 	35	-0.00121781	0.00834564	-0.00112169	0.00850829
11	38 	35	-0.00125019	0.00838646	-0.00106572	0.00854584
12	38 	35	-0.00127473	0.00852686	-0.000966015	0.00867557
13	38 	35	-0.00129256	0.00873776	-0.000826966	0.00887148
14	38 	35	-0.0013012	0.00899769	-0.000654711	0.00911483
15	38 	35	-0.00129767	0.00930504	-0.000451776	0.00940595
16	38 	35	-0.00128456	0.00963555	-0.000229284	0.0097235
17	38 	35	-0.00126987	0.00996295	5.35705e-06	0.0100436
18	38 	35	-0.00125152	0.0102756	0.000243566	0.0103544
19	38 	35	-0.00123026	0.0105514	0.000474549	0.0106335
20	38 	35	-0.00120492	0.0107812	0.000697764	0.0108708
21	38 	35	-0.00117321	0.0109547	0.000900648	0.0110541
22	38 	35	-0.00113672	0.0110533	0.0010818	0.0111641
23	38 	35	-0.00109236	0.0110727	0.00124476	0.0111958
24	38 	35	-0.00104383	0.0109994	0.00137524	0.011134
25	38 	35	-0.000992767	0.0108248	0.0014787	0.0109703
26	38 	35	-0.000939245	0.0105524	0.00156419	0.010709
27	38 	35	-0.000884564	0.0101677	0.001622	0.0103342
28	38 	35	-0.000820456	0.00966238	0.00164779	0.00983615
29	38 	35	-0.000754233	0.00903733	0.00163479	0.00921492
30	38 	35	-0.000686353	0.00829658	0.00157864	0.00847327
31	38 	35	-0.000614103	0.00743484	0.00148302	0.00760613
32	38 	35	-0.000556777	0.00646125	0.00134425	0.00662305
33	38 	35	-0.000623202	0.00540775	0.00116253	0.00556629
34	38 	35	-0.000868147	0.00439403	0.00100329	0.00458996
35	38 	35	-0.000998241	0.00366616	0.000950757	0.00391678
36	38 	35	-0.000438388	0.00325305	0.000934208	0.00341281
37	38 	35	0.000672724	0.00264828	0.00080392	0.0028482
38	38 	35	0.000841842	0.00154592	0.000580072	0.00185339
39	38 	35	0	0.000818238	0.000359454	0.000893711
0	39 	35	0	0	0	0
1	39 	35	0.00674008	0	-0.000901335	0.00680008
2	39 	35	0.00305832	0	-0.00114221	0.00326465
3	39 	35	0.00101928	0	-0.0013148	0.00166362
4	39 	35	-0.000306112	0	-0.00149284	0.0015239
5	39 	35	-0.00110214	0	-0.00163584	0.00197248
6	39 	35	-0.00148209	0	-0.0017458	0.00229007
7	39 	35	-0.00162515	0	-0.00182628	0.00244467
8	39 	35	-0.00168741	0	-0.00188501	0.00252995
9	39 	35	-0.00173283	0	-0.00192977	0.00259359
10	39 	35	-0.00176829	0	-0.00196161	0.00264098
11	39 	35	-0.00179211	0	-0.00198122	0.0026715
12	39 	35	-0.00180502	0	-0.001989	0.00268593
13	39 	35	-0.00180898	0	-0.00198224	0.0026836
14	39 	35	-0.00180537	0	-0.0019623	0.00266646
15	39 	35	-0.00178983	0	-0.00192881	0.00263132
16	39 	35	-0.00175949	0	-0.00188302	0.00257712
17	39 	35	-0.00171987	0	-0.00182649	0.00250879
18	39 	35	-0.00167131	0	-0.00175948	0.00242674
19	39 	35	-0.00161573	0	-0.00168507	0.00233453
20	39 	35	-0.00155454	0	-0.00160229	0.00223247
21	39 	35	-0.00148739	0	-0.00151466	0.00212286
22	39 	35	-0.00141677	0	-0.00142494	0.0020094
23	39 	35	-0.00134174	0	-0.0013279	0.00188775
24	39 	35	-0.00126705	0	-0.00122852	0.00176484
25	39 	35	-0.00119479	0	-0.00112958	0.00164422
26	39 	35	-0.00112152	0	-0.00102539	0.00151962
27	39 	35	-0.00104842	0	-0.00091892	0.00139413
28	39 	35	-0.000974938	0	-0.000813421	0.00126971
29	39 	35	-0.000905354	0	-0.000709896	0.00115049
30	39 	35	-0.000838321	0	-0.000607563	0.00103533
31	39 	35	-0.000772782	0	-0.000503549	0.000922363
32	39 	35	-0.000714608	0	-0.000399289	0.000818594
33	39 	35	-0.000649645	0	-0.000289279	0.000711141
34	39 	35	-0.000589922	0	-0.000164979	0.000612557
35	39 	35	-0.000569672	0	-3.02745e-05	0.000570476
36	39 	35	-0.000515498	0	0.00011107	0.000527328
37	39 	35	-0.00023454	0	0.000261182	0.000351034
38	39 	35	0.000160805	0	0.000360324	0.000394577
39	39 	35	0	0	0.00034975	0.00034975
0	0 	36	0	0	0	0
1	0 	36	0	0	0	0
2	0 	36	0	0	0	0
3	0 	36	0	0	0	0
4	0 	36	0	0	0	0
5	0 	36	0	0	0	0
6	0 	36	0	0	0	0
7	0 	36	0	0	0	0
8	0 	36	0	0	0	0
9	0 	36	0	0	0	0
10	0 	36	0	0	0	0
11	0 	36	0	0	0	0
12	0 	36	0	0	0	0
13	0 	36	0	0	0	0
14	0 	36	0	0	0	0
15	0 	36	0	0	0	0
16	0 	36	0	0	0	0
17	0 	36	0	0	0	0
18	0 	36	0	0	0	0
19	0 	36	0	0	0	0
20	0 	36	0	0	0	0
21	0 	36	0	0	0	0
22	0 	36	0	0	0	0
23	0 	36	0	0	0	0
24	0 	36	0	0	0	0
25	0 	36	0	0	0	0
26	0 	36	0	0	0	0
27	0 	36	0	0	0	0
28	0 	36	0	0	0	0
29	0 	36	0	0	0	0
30	0 	36	0	0	0	0
31	0 	36	0	0	0	0
32	0 	36	0	0	0	0
33	0 	36	0	0	0	0
34	0 	36	0	0	0	0
35	0 	36	0	0	0	0
36	0 	36	0	0	0	0
37	0 	36	0	0	0	0
38	0 	36	0	0	0	0
39	0 	36	0	0	0	0
0	1 	36	0	0	0	0
1	1 	36	0.00036132	-0.000106867	0.000211289	0.000431991
2	1 	36	0.000210457	-0.00108662	0.000328531	0.00115454
3	1 	36	1.40028e-05	-0.000994305	0.000390768	0.00106843
4	1 	36	-0.000191759	-6.92797e-05	0.000475244	0.000517135
5	1 	36	-0.000235072	0.000917976	0.000568318	0.00110495
6	1 	36	-0.000224614	0.00171642	0.000527599	0.00180967
7	1 	36	-0.000262463	0.00240336	0.000440057	0.00245738
8	1 	36	-0.000311037	0.00311269	0.000351583	0.00314789
9	1 	36	-0.000355572	0.00386205	0.000263548	0.00388732
10	1 	36	-0.000392328	0.00463692	0.000178412	0.00465691
11	1 	36	-0.000421956	0.0054211	9.96029e-05	0.00543841
12	1 	36	-0.000445162	0.0061979	2.55119e-05	0.00621392
13	1 	36	-0.000461144	0.00695527	-4.75691e-05	0.0069707
14	1 	36	-0.000468003	0.00768384	-0.000119125	0.007699
15	1 	36	-0.000465817	0.00837642	-0.000189258	0.00839149
16	1 	36	-0.000455816	0.00902715	-0.000255004	0.00904225
17	1 	36	-0.00043976	0.0096291	-0.000316786	0.00964434
