X(cm)	Y(cm)	Z (cm)	Field_X(x,y,z)	Field_Y(x,y,z)	Field_Z(x,y,z)	Field_Strength(x,y,z)
3	23 	0	0	0	0	0
4	23 	0	0	0	0	0
5	23 	0	0	0	0	0
6	23 	0	0	0	0	0
7	23 	0	0	0	0	0
8	23 	0	0	0	0	0
9	23 	0	0	0	0	0
10	23 	0	0	0	0	0
11	23 	0	0	0	0	0
12	23 	0	0	0	0	0
13	23 	0	0	0	0	0
14	23 	0	0	0	0	0
15	23 	0	0	0	0	0
16	23 	0	0	0	0	0
17	23 	0	0	0	0	0
18	23 	0	0	0	0	0
19	23 	0	0	0	0	0
20	23 	0	0	0	0	0
21	23 	0	0	0	0	0
22	23 	0	0	0	0	0
23	23 	0	0	0	0	0
24	23 	0	0	0	0	0
25	23 	0	0	0	0	0
26	23 	0	0	0	0	0
27	23 	0	0	0	0	0
28	23 	0	0	0	0	0
29	23 	0	0	0	0	0
30	23 	0	0	0	0	0
31	23 	0	0	0	0	0
32	23 	0	0	0	0	0
33	23 	0	0	0	0	0
34	23 	0	0	0	0	0
35	23 	0	0	0	0	0
36	23 	0	0	0	0	0
37	23 	0	0	0	0	0
38	23 	0	0	0	0	0
39	23 	0	0	0	0	0
0	24 	0	0	0	0	0
1	24 	0	0	0	0	0
2	24 	0	0	0	0	0
3	24 	0	0	0	0	0
4	24 	0	0	0	0	0
5	24 	0	0	0	0	0
6	24 	0	0	0	0	0
7	24 	0	0	0	0	0
8	24 	0	0	0	0	0
9	24 	0	0	0	0	0
10	24 	0	0	0	0	0
11	24 	0	0	0	0	0
12	24 	0	0	0	0	0
13	24 	0	0	0	0	0
14	24 	0	0	0	0	0
15	24 	0	0	0	0	0
16	24 	0	0	0	0	0
17	24 	0	0	0	0	0
18	24 	0	0	0	0	0
19	24 	0	0	0	0	0
20	24 	0	0	0	0	0
21	24 	0	0	0	0	0
22	24 	0	0	0	0	0
23	24 	0	0	0	0	0
24	24 	0	0	0	0	0
25	24 	0	0	0	0	0
26	24 	0	0	0	0	0
27	24 	0	0	0	0	0
28	24 	0	0	0	0	0
29	24 	0	0	0	0	0
30	24 	0	0	0	0	0
31	24 	0	0	0	0	0
32	24 	0	0	0	0	0
33	24 	0	0	0	0	0
34	24 	0	0	0	0	0
35	24 	0	0	0	0	0
36	24 	0	0	0	0	0
37	24 	0	0	0	0	0
38	24 	0	0	0	0	0
39	24 	0	0	0	0	0
0	25 	0	0	0	0	0
1	25 	0	0	0	0	0
2	25 	0	0	0	0	0
3	25 	0	0	0	0	0
4	25 	0	0	0	0	0
5	25 	0	0	0	0	0
6	25 	0	0	0	0	0
7	25 	0	0	0	0	0
8	25 	0	0	0	0	0
9	25 	0	0	0	0	0
10	25 	0	0	0	0	0
11	25 	0	0	0	0	0
12	25 	0	0	0	0	0
13	25 	0	0	0	0	0
14	25 	0	0	0	0	0
15	25 	0	0	0	0	0
16	25 	0	0	0	0	0
17	25 	0	0	0	0	0
18	25 	0	0	0	0	0
19	25 	0	0	0	0	0
20	25 	0	0	0	0	0
21	25 	0	0	0	0	0
22	25 	0	0	0	0	0
23	25 	0	0	0	0	0
24	25 	0	0	0	0	0
25	25 	0	0	0	0	0
26	25 	0	0	0	0	0
27	25 	0	0	0	0	0
28	25 	0	0	0	0	0
29	25 	0	0	0	0	0
30	25 	0	0	0	0	0
31	25 	0	0	0	0	0
32	25 	0	0	0	0	0
33	25 	0	0	0	0	0
34	25 	0	0	0	0	0
35	25 	0	0	0	0	0
36	25 	0	0	0	0	0
37	25 	0	0	0	0	0
38	25 	0	0	0	0	0
39	25 	0	0	0	0	0
0	26 	0	0	0	0	0
1	26 	0	0	0	0	0
2	26 	0	0	0	0	0
3	26 	0	0	0	0	0
4	26 	0	0	0	0	0
5	26 	0	0	0	0	0
6	26 	0	0	0	0	0
7	26 	0	0	0	0	0
8	26 	0	0	0	0	0
9	26 	0	0	0	0	0
10	26 	0	0	0	0	0
11	26 	0	0	0	0	0
12	26 	0	0	0	0	0
13	26 	0	0	0	0	0
14	26 	0	0	0	0	0
15	26 	0	0	0	0	0
16	26 	0	0	0	0	0
17	26 	0	0	0	0	0
18	26 	0	0	0	0	0
19	26 	0	0	0	0	0
20	26 	0	0	0	0	0
21	26 	0	0	0	0	0
22	26 	0	0	0	0	0
23	26 	0	0	0	0	0
24	26 	0	0	0	0	0
25	26 	0	0	0	0	0
26	26 	0	0	0	0	0
27	26 	0	0	0	0	0
28	26 	0	0	0	0	0
29	26 	0	0	0	0	0
30	26 	0	0	0	0	0
31	26 	0	0	0	0	0
32	26 	0	0	0	0	0
33	26 	0	0	0	0	0
34	26 	0	0	0	0	0
35	26 	0	0	0	0	0
36	26 	0	0	0	0	0
37	26 	0	0	0	0	0
38	26 	0	0	0	0	0
39	26 	0	0	0	0	0
0	27 	0	0	0	0	0
1	27 	0	0	0	0	0
2	27 	0	0	0	0	0
3	27 	0	0	0	0	0
4	27 	0	0	0	0	0
5	27 	0	0	0	0	0
6	27 	0	0	0	0	0
7	27 	0	0	0	0	0
8	27 	0	0	0	0	0
9	27 	0	0	0	0	0
10	27 	0	0	0	0	0
11	27 	0	0	0	0	0
12	27 	0	0	0	0	0
13	27 	0	0	0	0	0
14	27 	0	0	0	0	0
15	27 	0	0	0	0	0
16	27 	0	0	0	0	0
17	27 	0	0	0	0	0
18	27 	0	0	0	0	0
19	27 	0	0	0	0	0
20	27 	0	0	0	0	0
21	27 	0	0	0	0	0
22	27 	0	0	0	0	0
23	27 	0	0	0	0	0
24	27 	0	0	0	0	0
25	27 	0	0	0	0	0
26	27 	0	0	0	0	0
27	27 	0	0	0	0	0
28	27 	0	0	0	0	0
29	27 	0	0	0	0	0
30	27 	0	0	0	0	0
31	27 	0	0	0	0	0
32	27 	0	0	0	0	0
33	27 	0	0	0	0	0
34	27 	0	0	0	0	0
35	27 	0	0	0	0	0
36	27 	0	0	0	0	0
37	27 	0	0	0	0	0
38	27 	0	0	0	0	0
39	27 	0	0	0	0	0
0	28 	0	0	0	0	0
1	28 	0	0	0	0	0
2	28 	0	0	0	0	0
3	28 	0	0	0	0	0
4	28 	0	0	0	0	0
5	28 	0	0	0	0	0
6	28 	0	0	0	0	0
7	28 	0	0	0	0	0
8	28 	0	0	0	0	0
9	28 	0	0	0	0	0
10	28 	0	0	0	0	0
11	28 	0	0	0	0	0
12	28 	0	0	0	0	0
13	28 	0	0	0	0	0
14	28 	0	0	0	0	0
15	28 	0	0	0	0	0
16	28 	0	0	0	0	0
17	28 	0	0	0	0	0
18	28 	0	0	0	0	0
19	28 	0	0	0	0	0
20	28 	0	0	0	0	0
21	28 	0	0	0	0	0
22	28 	0	0	0	0	0
23	28 	0	0	0	0	0
24	28 	0	0	0	0	0
25	28 	0	0	0	0	0
26	28 	0	0	0	0	0
27	28 	0	0	0	0	0
28	28 	0	0	0	0	0
29	28 	0	0	0	0	0
30	28 	0	0	0	0	0
31	28 	0	0	0	0	0
32	28 	0	0	0	0	0
33	28 	0	0	0	0	0
34	28 	0	0	0	0	0
35	28 	0	0	0	0	0
36	28 	0	0	0	0	0
37	28 	0	0	0	0	0
38	28 	0	0	0	0	0
39	28 	0	0	0	0	0
0	29 	0	0	0	0	0
1	29 	0	0	0	0	0
2	29 	0	0	0	0	0
3	29 	0	0	0	0	0
4	29 	0	0	0	0	0
5	29 	0	0	0	0	0
6	29 	0	0	0	0	0
7	29 	0	0	0	0	0
8	29 	0	0	0	0	0
9	29 	0	0	0	0	0
10	29 	0	0	0	0	0
11	29 	0	0	0	0	0
12	29 	0	0	0	0	0
13	29 	0	0	0	0	0
14	29 	0	0	0	0	0
15	29 	0	0	0	0	0
16	29 	0	0	0	0	0
17	29 	0	0	0	0	0
18	29 	0	0	0	0	0
19	29 	0	0	0	0	0
20	29 	0	0	0	0	0
21	29 	0	0	0	0	0
22	29 	0	0	0	0	0
23	29 	0	0	0	0	0
24	29 	0	0	0	0	0
25	29 	0	0	0	0	0
26	29 	0	0	0	0	0
27	29 	0	0	0	0	0
28	29 	0	0	0	0	0
29	29 	0	0	0	0	0
30	29 	0	0	0	0	0
31	29 	0	0	0	0	0
32	29 	0	0	0	0	0
33	29 	0	0	0	0	0
34	29 	0	0	0	0	0
35	29 	0	0	0	0	0
36	29 	0	0	0	0	0
37	29 	0	0	0	0	0
38	29 	0	0	0	0	0
39	29 	0	0	0	0	0
0	30 	0	0	0	0	0
1	30 	0	0	0	0	0
2	30 	0	0	0	0	0
3	30 	0	0	0	0	0
4	30 	0	0	0	0	0
5	30 	0	0	0	0	0
6	30 	0	0	0	0	0
7	30 	0	0	0	0	0
8	30 	0	0	0	0	0
9	30 	0	0	0	0	0
10	30 	0	0	0	0	0
11	30 	0	0	0	0	0
12	30 	0	0	0	0	0
13	30 	0	0	0	0	0
14	30 	0	0	0	0	0
15	30 	0	0	0	0	0
16	30 	0	0	0	0	0
17	30 	0	0	0	0	0
18	30 	0	0	0	0	0
19	30 	0	0	0	0	0
20	30 	0	0	0	0	0
21	30 	0	0	0	0	0
22	30 	0	0	0	0	0
23	30 	0	0	0	0	0
24	30 	0	0	0	0	0
25	30 	0	0	0	0	0
26	30 	0	0	0	0	0
27	30 	0	0	0	0	0
28	30 	0	0	0	0	0
29	30 	0	0	0	0	0
30	30 	0	0	0	0	0
31	30 	0	0	0	0	0
32	30 	0	0	0	0	0
33	30 	0	0	0	0	0
34	30 	0	0	0	0	0
35	30 	0	0	0	0	0
36	30 	0	0	0	0	0
37	30 	0	0	0	0	0
38	30 	0	0	0	0	0
39	30 	0	0	0	0	0
0	31 	0	0	0	0	0
1	31 	0	0	0	0	0
2	31 	0	0	0	0	0
3	31 	0	0	0	0	0
4	31 	0	0	0	0	0
5	31 	0	0	0	0	0
6	31 	0	0	0	0	0
7	31 	0	0	0	0	0
8	31 	0	0	0	0	0
9	31 	0	0	0	0	0
10	31 	0	0	0	0	0
11	31 	0	0	0	0	0
12	31 	0	0	0	0	0
13	31 	0	0	0	0	0
14	31 	0	0	0	0	0
15	31 	0	0	0	0	0
16	31 	0	0	0	0	0
17	31 	0	0	0	0	0
18	31 	0	0	0	0	0
19	31 	0	0	0	0	0
20	31 	0	0	0	0	0
21	31 	0	0	0	0	0
22	31 	0	0	0	0	0
23	31 	0	0	0	0	0
24	31 	0	0	0	0	0
25	31 	0	0	0	0	0
26	31 	0	0	0	0	0
27	31 	0	0	0	0	0
28	31 	0	0	0	0	0
29	31 	0	0	0	0	0
30	31 	0	0	0	0	0
31	31 	0	0	0	0	0
32	31 	0	0	0	0	0
33	31 	0	0	0	0	0
34	31 	0	0	0	0	0
35	31 	0	0	0	0	0
36	31 	0	0	0	0	0
37	31 	0	0	0	0	0
38	31 	0	0	0	0	0
39	31 	0	0	0	0	0
0	32 	0	0	0	0	0
1	32 	0	0	0	0	0
2	32 	0	0	0	0	0
3	32 	0	0	0	0	0
4	32 	0	0	0	0	0
5	32 	0	0	0	0	0
6	32 	0	0	0	0	0
7	32 	0	0	0	0	0
8	32 	0	0	0	0	0
9	32 	0	0	0	0	0
10	32 	0	0	0	0	0
11	32 	0	0	0	0	0
12	32 	0	0	0	0	0
13	32 	0	0	0	0	0
14	32 	0	0	0	0	0
15	32 	0	0	0	0	0
16	32 	0	0	0	0	0
17	32 	0	0	0	0	0
18	32 	0	0	0	0	0
19	32 	0	0	0	0	0
20	32 	0	0	0	0	0
21	32 	0	0	0	0	0
22	32 	0	0	0	0	0
23	32 	0	0	0	0	0
24	32 	0	0	0	0	0
25	32 	0	0	0	0	0
26	32 	0	0	0	0	0
27	32 	0	0	0	0	0
28	32 	0	0	0	0	0
29	32 	0	0	0	0	0
30	32 	0	0	0	0	0
31	32 	0	0	0	0	0
32	32 	0	0	0	0	0
33	32 	0	0	0	0	0
34	32 	0	0	0	0	0
35	32 	0	0	0	0	0
36	32 	0	0	0	0	0
37	32 	0	0	0	0	0
38	32 	0	0	0	0	0
39	32 	0	0	0	0	0
0	33 	0	0	0	0	0
1	33 	0	0	0	0	0
2	33 	0	0	0	0	0
3	33 	0	0	0	0	0
4	33 	0	0	0	0	0
5	33 	0	0	0	0	0
6	33 	0	0	0	0	0
7	33 	0	0	0	0	0
8	33 	0	0	0	0	0
9	33 	0	0	0	0	0
10	33 	0	0	0	0	0
11	33 	0	0	0	0	0
12	33 	0	0	0	0	0
13	33 	0	0	0	0	0
14	33 	0	0	0	0	0
15	33 	0	0	0	0	0
16	33 	0	0	0	0	0
17	33 	0	0	0	0	0
18	33 	0	0	0	0	0
19	33 	0	0	0	0	0
20	33 	0	0	0	0	0
21	33 	0	0	0	0	0
22	33 	0	0	0	0	0
23	33 	0	0	0	0	0
24	33 	0	0	0	0	0
25	33 	0	0	0	0	0
26	33 	0	0	0	0	0
27	33 	0	0	0	0	0
28	33 	0	0	0	0	0
29	33 	0	0	0	0	0
30	33 	0	0	0	0	0
31	33 	0	0	0	0	0
32	33 	0	0	0	0	0
33	33 	0	0	0	0	0
34	33 	0	0	0	0	0
35	33 	0	0	0	0	0
36	33 	0	0	0	0	0
37	33 	0	0	0	0	0
38	33 	0	0	0	0	0
39	33 	0	0	0	0	0
0	34 	0	0	0	0	0
1	34 	0	0	0	0	0
2	34 	0	0	0	0	0
3	34 	0	0	0	0	0
4	34 	0	0	0	0	0
5	34 	0	0	0	0	0
6	34 	0	0	0	0	0
7	34 	0	0	0	0	0
8	34 	0	0	0	0	0
9	34 	0	0	0	0	0
10	34 	0	0	0	0	0
11	34 	0	0	0	0	0
12	34 	0	0	0	0	0
13	34 	0	0	0	0	0
14	34 	0	0	0	0	0
15	34 	0	0	0	0	0
16	34 	0	0	0	0	0
17	34 	0	0	0	0	0
18	34 	0	0	0	0	0
19	34 	0	0	0	0	0
20	34 	0	0	0	0	0
21	34 	0	0	0	0	0
22	34 	0	0	0	0	0
23	34 	0	0	0	0	0
24	34 	0	0	0	0	0
25	34 	0	0	0	0	0
26	34 	0	0	0	0	0
27	34 	0	0	0	0	0
28	34 	0	0	0	0	0
29	34 	0	0	0	0	0
30	34 	0	0	0	0	0
31	34 	0	0	0	0	0
32	34 	0	0	0	0	0
33	34 	0	0	0	0	0
34	34 	0	0	0	0	0
35	34 	0	0	0	0	0
36	34 	0	0	0	0	0
37	34 	0	0	0	0	0
38	34 	0	0	0	0	0
39	34 	0	0	0	0	0
0	35 	0	0	0	0	0
1	35 	0	0	0	0	0
2	35 	0	0	0	0	0
3	35 	0	0	0	0	0
4	35 	0	0	0	0	0
5	35 	0	0	0	0	0
6	35 	0	0	0	0	0
7	35 	0	0	0	0	0
8	35 	0	0	0	0	0
9	35 	0	0	0	0	0
10	35 	0	0	0	0	0
11	35 	0	0	0	0	0
12	35 	0	0	0	0	0
13	35 	0	0	0	0	0
14	35 	0	0	0	0	0
15	35 	0	0	0	0	0
16	35 	0	0	0	0	0
17	35 	0	0	0	0	0
18	35 	0	0	0	0	0
19	35 	0	0	0	0	0
20	35 	0	0	0	0	0
21	35 	0	0	0	0	0
22	35 	0	0	0	0	0
23	35 	0	0	0	0	0
24	35 	0	0	0	0	0
25	35 	0	0	0	0	0
26	35 	0	0	0	0	0
27	35 	0	0	0	0	0
28	35 	0	0	0	0	0
29	35 	0	0	0	0	0
30	35 	0	0	0	0	0
31	35 	0	0	0	0	0
32	35 	0	0	0	0	0
33	35 	0	0	0	0	0
34	35 	0	0	0	0	0
35	35 	0	0	0	0	0
36	35 	0	0	0	0	0
37	35 	0	0	0	0	0
38	35 	0	0	0	0	0
39	35 	0	0	0	0	0
0	36 	0	0	0	0	0
1	36 	0	0	0	0	0
2	36 	0	0	0	0	0
3	36 	0	0	0	0	0
4	36 	0	0	0	0	0
5	36 	0	0	0	0	0
6	36 	0	0	0	0	0
7	36 	0	0	0	0	0
8	36 	0	0	0	0	0
9	36 	0	0	0	0	0
10	36 	0	0	0	0	0
11	36 	0	0	0	0	0
12	36 	0	0	0	0	0
13	36 	0	0	0	0	0
14	36 	0	0	0	0	0
15	36 	0	0	0	0	0
16	36 	0	0	0	0	0
17	36 	0	0	0	0	0
18	36 	0	0	0	0	0
19	36 	0	0	0	0	0
20	36 	0	0	0	0	0
21	36 	0	0	0	0	0
22	36 	0	0	0	0	0
23	36 	0	0	0	0	0
24	36 	0	0	0	0	0
25	36 	0	0	0	0	0
26	36 	0	0	0	0	0
27	36 	0	0	0	0	0
28	36 	0	0	0	0	0
29	36 	0	0	0	0	0
30	36 	0	0	0	0	0
31	36 	0	0	0	0	0
32	36 	0	0	0	0	0
33	36 	0	0	0	0	0
34	36 	0	0	0	0	0
35	36 	0	0	0	0	0
36	36 	0	0	0	0	0
37	36 	0	0	0	0	0
38	36 	0	0	0	0	0
39	36 	0	0	0	0	0
0	37 	0	0	0	0	0
1	37 	0	0	0	0	0
2	37 	0	0	0	0	0
3	37 	0	0	0	0	0
4	37 	0	0	0	0	0
5	37 	0	0	0	0	0
6	37 	0	0	0	0	0
7	37 	0	0	0	0	0
8	37 	0	0	0	0	0
9	37 	0	0	0	0	0
10	37 	0	0	0	0	0
11	37 	0	0	0	0	0
12	37 	0	0	0	0	0
13	37 	0	0	0	0	0
14	37 	0	0	0	0	0
15	37 	0	0	0	0	0
16	37 	0	0	0	0	0
17	37 	0	0	0	0	0
18	37 	0	0	0	0	0
19	37 	0	0	0	0	0
20	37 	0	0	0	0	0
21	37 	0	0	0	0	0
22	37 	0	0	0	0	0
23	37 	0	0	0	0	0
24	37 	0	0	0	0	0
25	37 	0	0	0	0	0
26	37 	0	0	0	0	0
27	37 	0	0	0	0	0
28	37 	0	0	0	0	0
29	37 	0	0	0	0	0
30	37 	0	0	0	0	0
31	37 	0	0	0	0	0
32	37 	0	0	0	0	0
33	37 	0	0	0	0	0
34	37 	0	0	0	0	0
35	37 	0	0	0	0	0
36	37 	0	0	0	0	0
37	37 	0	0	0	0	0
38	37 	0	0	0	0	0
39	37 	0	0	0	0	0
0	38 	0	0	0	0	0
1	38 	0	0	0	0	0
2	38 	0	0	0	0	0
3	38 	0	0	0	0	0
4	38 	0	0	0	0	0
5	38 	0	0	0	0	0
6	38 	0	0	0	0	0
7	38 	0	0	0	0	0
8	38 	0	0	0	0	0
9	38 	0	0	0	0	0
10	38 	0	0	0	0	0
11	38 	0	0	0	0	0
12	38 	0	0	0	0	0
13	38 	0	0	0	0	0
14	38 	0	0	0	0	0
15	38 	0	0	0	0	0
16	38 	0	0	0	0	0
17	38 	0	0	0	0	0
18	38 	0	0	0	0	0
19	38 	0	0	0	0	0
20	38 	0	0	0	0	0
21	38 	0	0	0	0	0
22	38 	0	0	0	0	0
23	38 	0	0	0	0	0
24	38 	0	0	0	0	0
25	38 	0	0	0	0	0
26	38 	0	0	0	0	0
27	38 	0	0	0	0	0
28	38 	0	0	0	0	0
29	38 	0	0	0	0	0
30	38 	0	0	0	0	0
31	38 	0	0	0	0	0
32	38 	0	0	0	0	0
33	38 	0	0	0	0	0
34	38 	0	0	0	0	0
35	38 	0	0	0	0	0
36	38 	0	0	0	0	0
37	38 	0	0	0	0	0
38	38 	0	0	0	0	0
39	38 	0	0	0	0	0
0	39 	0	0	0	0	0
1	39 	0	0	0	0	0
2	39 	0	0	0	0	0
3	39 	0	0	0	0	0
4	39 	0	0	0	0	0
5	39 	0	0	0	0	0
6	39 	0	0	0	0	0
7	39 	0	0	0	0	0
8	39 	0	0	0	0	0
9	39 	0	0	0	0	0
10	39 	0	0	0	0	0
11	39 	0	0	0	0	0
12	39 	0	0	0	0	0
13	39 	0	0	0	0	0
14	39 	0	0	0	0	0
15	39 	0	0	0	0	0
16	39 	0	0	0	0	0
17	39 	0	0	0	0	0
18	39 	0	0	0	0	0
19	39 	0	0	0	0	0
20	39 	0	0	0	0	0
21	39 	0	0	0	0	0
22	39 	0	0	0	0	0
23	39 	0	0	0	0	0
24	39 	0	0	0	0	0
25	39 	0	0	0	0	0
26	39 	0	0	0	0	0
27	39 	0	0	0	0	0
28	39 	0	0	0	0	0
29	39 	0	0	0	0	0
30	39 	0	0	0	0	0
31	39 	0	0	0	0	0
32	39 	0	0	0	0	0
33	39 	0	0	0	0	0
34	39 	0	0	0	0	0
35	39 	0	0	0	0	0
36	39 	0	0	0	0	0
37	39 	0	0	0	0	0
38	39 	0	0	0	0	0
39	39 	0	0	0	0	0
0	0 	1	0	0	0	0
1	0 	1	0	0	0	0
2	0 	1	0	0	0	0
3	0 	1	0	0	0	0
4	0 	1	0	0	0	0
5	0 	1	0	0	0	0
6	0 	1	0	0	0	0
7	0 	1	0	0	0	0
8	0 	1	0	0	0	0
9	0 	1	0	0	0	0
10	0 	1	0	0	0	0
11	0 	1	0	0	0	0
12	0 	1	0	0	0	0
13	0 	1	0	0	0	0
14	0 	1	0	0	0	0
15	0 	1	0	0	0	0
16	0 	1	0	0	0	0
17	0 	1	0	0	0	0
18	0 	1	0	0	0	0
19	0 	1	0	0	0	0
20	0 	1	0	0	0	0
21	0 	1	0	0	0	0
22	0 	1	0	0	0	0
23	0 	1	0	0	0	0
24	0 	1	0	0	0	0
25	0 	1	0	0	0	0
26	0 	1	0	0	0	0
27	0 	1	0	0	0	0
28	0 	1	0	0	0	0
29	0 	1	0	0	0	0
30	0 	1	0	0	0	0
31	0 	1	0	0	0	0
32	0 	1	0	0	0	0
33	0 	1	0	0	0	0
34	0 	1	0	0	0	0
35	0 	1	0	0	0	0
36	0 	1	0	0	0	0
37	0 	1	0	0	0	0
38	0 	1	0	0	0	0
39	0 	1	0	0	0	0
0	1 	1	0	0	0	0
1	1 	1	-3.87222e-05	-0.000100436	0.000139158	0.000175931
2	1 	1	-6.33837e-06	-0.000294423	0.000195012	0.000353206
3	1 	1	2.04353e-05	-0.000404153	0.000195521	0.000449428
4	1 	1	3.3053e-05	-0.00048433	0.00018571	0.000519765
5	1 	1	4.46432e-05	-0.000550039	0.000186011	0.000582354
6	1 	1	5.77241e-05	-0.000550769	0.000226323	0.000598248
7	1 	1	6.96587e-05	-0.000522377	0.000245443	0.000581353
8	1 	1	8.15135e-05	-0.000492482	0.00024534	0.000556214
9	1 	1	9.15516e-05	-0.000461104	0.000227202	0.000522129
10	1 	1	9.98849e-05	-0.000428844	0.000191473	0.000480152
11	1 	1	0.000105807	-0.000396696	0.000144617	0.000435289
12	1 	1	0.000108654	-0.000367004	9.46143e-05	0.000394271
13	1 	1	0.000108654	-0.000342178	4.66709e-05	0.000362035
14	1 	1	0.00010635	-0.000323122	3.81773e-06	0.000340195
15	1 	1	0.000102115	-0.000309381	-3.28996e-05	0.000327454
16	1 	1	9.59382e-05	-0.000300097	-6.24178e-05	0.000321182
17	1 	1	8.79125e-05	-0.000294559	-8.43689e-05	0.000318766
18	1 	1	7.81484e-05	-0.000292249	-9.81732e-05	0.000318048
19	1 	1	6.70904e-05	-0.000292706	-0.000103308	0.00031757
20	1 	1	5.53137e-05	-0.00029534	-0.000100141	0.000316723
21	1 	1	4.26073e-05	-0.000299442	-8.69015e-05	0.000314695
22	1 	1	3.01142e-05	-0.000304659	-6.39092e-05	0.000312743
23	1 	1	1.86973e-05	-0.000310044	-3.3143e-05	0.00031237
24	1 	1	7.18015e-06	-0.000315065	8.28601e-06	0.000315256
25	1 	1	-3.66361e-06	-0.000320102	5.98096e-05	0.000325663
26	1 	1	-1.2162e-05	-0.000324477	0.000115811	0.000344739
27	1 	1	-1.84441e-05	-0.000327626	0.000175077	0.000371928
28	1 	1	-2.25264e-05	-0.000329356	0.000234959	0.000405201
29	1 	1	-2.40875e-05	-0.000328795	0.000289395	0.000438675
30	1 	1	-2.33749e-05	-0.000324718	0.000332732	0.000465509
31	1 	1	-2.07545e-05	-0.000314725	0.000357817	0.000476985
32	1 	1	-1.66107e-05	-0.000294544	0.000357963	0.000463864
33	1 	1	-1.15724e-05	-0.000259789	0.000331544	0.000421362
34	1 	1	-1.81077e-05	-0.000200121	0.000291708	0.000354217
35	1 	1	-3.0944e-05	-0.00012553	0.000214756	0.000250669
36	1 	1	-1.98918e-05	-8.66815e-05	6.77612e-05	0.000111808
37	1 	1	-3.51633e-06	8.62893e-06	-5.90148e-05	5.97459e-05
38	1 	1	7.76065e-06	0.000180326	-0.000204158	0.000272504
39	1 	1	0	0.000376766	-0.000374261	0.000531059
0	2 	1	0	0	0	0
1	2 	1	-0.000224006	-9.35954e-05	0.000266402	0.000360428
2	2 	1	-0.000102842	-0.000215548	0.00205189	0.00206574
3	2 	1	-3.46417e-05	-0.000283726	0.00265265	0.00266801
4	2 	1	-3.76358e-06	-0.000318149	0.00279443	0.00281248
5	2 	1	7.61535e-05	-0.000309442	0.00278602	0.00280419
6	2 	1	0.000123295	-0.000277128	0.00265646	0.00267372
7	2 	1	0.00014108	-0.000247502	0.00246396	0.00248038
8	2 	1	0.000157004	-0.000223344	0.00224118	0.00225775
9	2 	1	0.000169704	-0.000197542	0.00198314	0.00200017
10	2 	1	0.000180663	-0.000171073	0.00169769	0.00171583
11	2 	1	0.000187874	-0.0001474	0.00139997	0.00142019
12	2 	1	0.00019	-0.000129421	0.00110153	0.00112526
13	2 	1	0.000187549	-0.000118035	0.000808095	0.000837928
14	2 	1	0.00018144	-0.00011156	0.000524909	0.000566476
15	2 	1	0.000172453	-0.000107324	0.000256384	0.000327095
16	2 	1	0.000160579	-0.000103709	9.04042e-06	0.000191371
17	2 	1	0.000146299	-0.000100071	-0.000212598	0.000276795
18	2 	1	0.000129879	-9.6498e-05	-0.000404237	0.000435417
19	2 	1	0.000111995	-9.31861e-05	-0.000562653	0.00058121
20	2 	1	9.36627e-05	-9.00229e-05	-0.000687738	0.000699901
21	2 	1	7.38394e-05	-8.69527e-05	-0.000775433	0.000783779
22	2 	1	5.47173e-05	-8.41102e-05	-0.000827742	0.000833801
23	2 	1	3.73462e-05	-8.07386e-05	-0.000848595	0.000853245
24	2 	1	1.89856e-05	-7.68726e-05	-0.000833496	0.000837249
25	2 	1	2.2198e-06	-7.31922e-05	-0.000788019	0.000791414
26	2 	1	-1.06589e-05	-6.90449e-05	-0.000722183	0.000725554
27	2 	1	-2.14777e-05	-6.49444e-05	-0.000635434	0.000639105
28	2 	1	-2.9862e-05	-6.12777e-05	-0.000534025	0.000538358
29	2 	1	-3.44798e-05	-5.72169e-05	-0.000428984	0.000434155
30	2 	1	-3.49919e-05	-5.28464e-05	-0.0003278	0.000333872
31	2 	1	-3.11935e-05	-4.78339e-05	-0.000241091	0.000247762
32	2 	1	-2.21733e-05	-3.78149e-05	-0.000182589	0.000187777
33	2 	1	1.90699e-06	-1.69381e-05	-0.000165217	0.000166094
34	2 	1	8.07236e-06	2.57746e-05	-0.000146006	0.000148483
35	2 	1	-4.56772e-05	0.000113184	1.26117e-05	0.000122703
36	2 	1	1.40035e-05	0.000144266	0.000428763	0.0004526
37	2 	1	9.35288e-05	0.000185688	0.000941823	0.000964499
38	2 	1	0.000128828	0.000317511	0.00124249	0.00128887
39	2 	1	0	0.000504458	0.000817011	0.000960201
0	3 	1	0	0	0	0
1	3 	1	-0.000336167	-7.85831e-05	0.000354483	0.000494815
2	3 	1	-0.000153719	-0.000160488	0.00306991	0.00307794
3	3 	1	-4.2886e-05	-0.00020148	0.00371656	0.00372227
4	3 	1	3.50787e-05	-0.00020216	0.00373853	0.00374416
5	3 	1	0.000145618	-0.000186075	0.00370655	0.00371407
6	3 	1	0.000193418	-0.000160532	0.00360551	0.00361426
7	3 	1	0.000205194	-0.000126707	0.00345414	0.00346255
8	3 	1	0.000223003	-0.00010307	0.00326026	0.0032695
9	3 	1	0.000239732	-8.2062e-05	0.00300898	0.00301963
10	3 	1	0.000253133	-6.42942e-05	0.00271591	0.00272843
11	3 	1	0.000259119	-4.90402e-05	0.00239914	0.00241359
12	3 	1	0.000258381	-3.46103e-05	0.00206519	0.00208158
